,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
15,Firefox,Mac,.,.,38,No,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Avery is not ill.Avery is not ill because ,,4,0,sure,Male,False,,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have lung cancer,False,,<span class='variable_word name'>{{}}</span> does not have lung cancer,,NA,text,she does not have lung cancer,10.42,800.0,1280.0,NA,NA,0.0,1521040120260,1521040307480,3.8417666666666666,2,nRpC,8
16,Firefox,Mac,.,.,38,No,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Chris does not have lung cancer.Chris is not ill.Because Chris is not ill, ",,4,0,sure,Male,False,,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have lung cancer,False,,<span class='variable_word name'>{{}}</span> does not have lung cancer,,NA,text,he does not have lung cancer,10.47,800.0,1280.0,NA,NA,0.0,1521040120260,1521040318508,3.8417666666666666,2,nRpR,8
0,Chrome,Windows,.,.,29,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Eli has an illness. She has ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not Diabetes,False,NA,Diabetes,No,NA,text,diabetes,1.645,768.0,1366.0,NA,NA,0.0,1520993124104,1520993142491,5.344433333333333,0,D,9
1,Chrome,Windows,.,.,29,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Jess has diabetes, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,Suffers did not lot,False,,Suffers lot,No,NA,text,Suffers lot,13.847,768.0,1366.0,NA,NA,0.0,1520993124104,1520993157385,5.344433333333333,1,pR,9
2,Chrome,Windows,.,.,29,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Jamie does not have diabetes because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't healthy,False,,<span class='variable_word name'>{{}}</span> is healthy,No,NA,text,He is healthy,10.022,768.0,1366.0,NA,NA,0.0,1520993124104,1520993168385,5.344433333333333,1,nC,9
3,Chrome,Windows,.,.,29,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Drew does not have diabetes, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not above,False,,Above,No,NA,text,Above,11.104,768.0,1366.0,NA,NA,0.0,1520993124104,1520993180432,5.344433333333333,1,nR,9
4,Chrome,Windows,.,.,29,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Pat has diabetes because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,Because of did not eat lot of sweat,False,,Because of eating lot of sweat,No,NA,text,because of eating lot of sweat,14.85,768.0,1366.0,NA,NA,0.0,1520993124104,1520993196206,5.344433333333333,1,pC,9
5,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jordan has diabetes.Jordan isn't healthy.Jordan isn't healthy because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not suffer from diabets,False,,Suffer from diabets,No,NA,text,suffer from diabets,13.648,768.0,1366.0,NA,NA,0.0,1520993124104,1520993210850,5.344433333333333,2,nCnC,9
6,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Because of did not eat lot of sweat.Because Because of did not eat lot of sweat, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not healthy,False,,Healthy,No,NA,text,healthy,48.978,768.0,1366.0,NA,NA,0.0,1520993124104,1520993260847,5.344433333333333,2,pCnR,9
7,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Jo has diabetes.Suffers lot.Because Suffers lot, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,Due to did not diabetes,False,,Due to diabetes,No,NA,text,due to diabetes,14.318,768.0,1366.0,NA,NA,0.0,1520993124104,1520993276102,5.344433333333333,2,pRpR,9
8,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Tracy does not have diabetes.Because of did not eat lot of sweat.Because of did not eat lot of sweat because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have no diabetes,False,,Have no diabetes,No,NA,text,have no diabetes,7.939,768.0,1366.0,NA,NA,0.0,1520993124104,1520993285061,5.344433333333333,2,pCnC,9
9,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Suffers did not lot.Suffers did not lot because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,Because of  daibetes,False,,Because of no daibetes,No,NA,text,because of no daibetes,23.631,768.0,1366.0,NA,NA,0.0,1520993124104,1520993309387,5.344433333333333,2,pRnC,9
10,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","did not above.Because did not above, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have no diabetes,False,,Have no diabetes,No,NA,text,have no diabetes,19.283,768.0,1366.0,NA,NA,0.0,1520993124104,1520993329682,5.344433333333333,2,nRnR,9
11,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Casey does not have diabetes.Suffers did not lot.Because Suffers did not lot, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have no diabetes,False,,Have no diabetes,No,NA,text,have no diabetes,11.772,768.0,1366.0,NA,NA,0.0,1520993124104,1520993342137,5.344433333333333,2,pRnR,9
12,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Chris does not have diabetes.Chris is healthy.Chris is healthy because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have no diabetes,False,,Have no diabetes,No,NA,text,have no diabetes,10.996,768.0,1366.0,NA,NA,0.0,1520993124104,1520993354064,5.344433333333333,2,nCpC,9
13,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Madison does not have diabetes.Above.Because Above, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have no diabetes,False,,Have no diabetes,No,NA,text,have no diabetes,9.794,768.0,1366.0,NA,NA,0.0,1520993124104,1520993364831,5.344433333333333,2,nRpR,9
14,Chrome,Windows,.,.,29,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Avery is healthy.Because Avery is healthy, ",Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not because have no diabetes,False,,Because have no diabetes,No,NA,text,because have no diabetes,12.675,768.0,1366.0,NA,NA,0.0,1520993124104,1520993377966,5.344433333333333,2,nCpR,9
15,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Above.Above because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not nothing,False,,Nothing,No,NA,text,Nothing,7.551,768.0,1366.0,NA,NA,0.0,1520993124104,1520993386494,5.344433333333333,2,nRpC,9
16,Chrome,Windows,.,.,29,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Ash has diabetes.Because of eating lot of sweat.Because of eating lot of sweat because ,Good survey,3,1,1.5,Male,False,Very easy,NA,True,English,NA,did not have diabetes,False,,Have diabetes,No,NA,text,have diabetes,5.515,768.0,1366.0,NA,NA,0.0,1520993124104,1520993392685,5.344433333333333,2,pCpC,9
0,Chrome,Windows,.,.,34,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Alex has an illness. He has ,"I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,Lung did not cancer,False,NA,Lung cancer,None,NA,text,lung cancer,4.438,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992280743,9.915266666666666,0,D,10
1,Chrome,Windows,.,.,34,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Casey has lung cancer because ,"I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> did not smoke cigarettes.,False,,<span class='variable_word name'>{{}}</span> smoked cigarettes.,None,NA,text,she smoked cigarettes.,11.358,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992292463,9.915266666666666,1,pC,10
2,Chrome,Windows,.,.,34,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Jo does not have lung cancer, ","I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> isn't able to jog many miles,False,,<span class='variable_word name'>{{}}</span> is able to jog many miles,None,NA,text,he is able to jog many miles,69.931,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992362761,9.915266666666666,1,nR,10
3,Chrome,Windows,.,.,34,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Eli does not have lung cancer because ,"I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> did  smoke cigarettes,False,,<span class='variable_word name'>{{}}</span> did not smoke cigarettes,None,NA,text,she did not smoke cigarettes,11.076,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992374185,9.915266666666666,1,nC,10
4,Chrome,Windows,.,.,34,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Madison has lung cancer, ","I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> isn't unable to do a lot of things other people are able to,False,,<span class='variable_word name'>{{}}</span> is unable to do a lot of things other people are able to,None,NA,text,she is unable to do a lot of things other people are able to,17.146,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992391659,9.915266666666666,1,pR,10
5,Chrome,Windows,.,.,34,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Jess does not have lung cancer.Jess is able to jog many miles.Because Jess is able to jog many miles, ","I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> did not remain healthy as someone younger than <span class='variable_word him'>{{}}</span>,False,,<span class='variable_word name'>{{}}</span> remains healthy as someone younger than <span class='variable_word him'>{{}}</span>,None,NA,text,he remains healthy as someone younger than him,33.488,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992425539,9.915266666666666,2,nRpR,10
6,Chrome,Windows,.,.,34,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Ash does not have lung cancer.Ash did not smoke cigarettes.Ash did not smoke cigarettes because ,"I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span>'s parents  did not tell <span class='variable_word his'>{{}}</span> they were bad for you and lead to a terrible addiction,False,,<span class='variable_word name'>{{}}</span>'s parents  told <span class='variable_word his'>{{}}</span> they were bad for you and lead to a terrible addiction,None,NA,text,her parents always told her they were bad for you and lead to a terrible addiction,23.73,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992449627,9.915266666666666,2,nCpC,10
7,Chrome,Windows,.,.,34,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jordan has lung cancer.Jordan did  smoke cigarettes.Jordan did  smoke cigarettes because ,"I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span> did not start hanging around with the wrong crowd,False,,<span class='variable_word name'>{{}}</span> started hanging around with the wrong crowd,None,NA,text,he started hanging around with the wrong crowd,18.109,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992468123,9.915266666666666,2,nCnC,10
8,Chrome,Windows,.,.,34,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Chris has lung cancer.Chris is unable to do a lot of things other people are able to.Because Chris is unable to do a lot of things other people are able to, ","I hope I did this right, i actually thoroughly enjoyed completing this survey.  One of the better ones. ",1,1,.25,Male,False,I liked it and thought it was interesting ,NA,True,English ,NA,<span class='variable_word name'>{{}}</span>  did not stay home and works on <span class='variable_word his'>{{}}</span> computer.,False,,<span class='variable_word name'>{{}}</span>  stays home and works on <span class='variable_word his'>{{}}</span> computer.,None,NA,text,he usually stays home and works on his computer. ,54.433,1080.0,1920.0,NA,NA,0.0,1520992197361,1520992522917,9.915266666666666,2,pRpR,10
